ID,Cohort,DOB,D1.Date,D1.Age,Cage,Index,Tx,Sex,Post.Covid,D1.Dist,D1.ToR,D1.DoR,0.5.D1.ToR,5.10.D1.ToR,10.15.D1.ToR,15.20.D1.ToR,20.25.D1.ToR,25.30.D1.ToR,D2.Dist,D2.Rot,D9.Dist,D9.ToR,D9D1.ToR,D9.DoR,D9.Rot,0.5.D9.ToR,5.10.D9.ToR,10.15.D9.ToR,15.20.D9.ToR,20.25.D9.ToR,25.30.D9.ToR,0.5.D9D1.ToR,5.10.D9D1.ToR,10.15.D9D1.ToR,15.20.D9D1.ToR,20.25.D9D1.ToR,25.30.D9D1.ToR,0.5.D9.Dist,5.10.D9.Dist,10.15.D9.Dist,15.20.D9.Dist,20.25.D9.Dist,25.30.D9.Dist,Brain.Wt,Brain.Wt.Norm,Brain.OXY,Brain.NOR,Brain.OMOR,Brain.NOR.OXY,Brain.OMOR.OXY,Brain.OMOR.NOR,HP.BL1,HP.BL2,HP.Av,HP.Av.Norm,SBR011268975,SBR011564753,SBJ012083864,SBB012960401,SBB013116937,SBB013583156,SBB014746527,SBB014938916,SBR015062003,SBJ015276763,SBJ015389798,SBJ015444437,SBJ016017430,SBR017236125,SBJ020533570,SBB020584334,SBB021725481,SBT021816505,SBB023323889,SBJ023442990,gJAX00097622q,SBJ024287387,SBJ024343076,SBT024676952,SBR024956708,SBJ030341629,SBR030729861,SBB030805883,SBB031685245,SBJ031952786,SBJ032260408,SBR033363410,SBJ034218063,SBJ034360732,SBJ034626667,SBB035061110,SBJ035272030,SBJ035881520,SBJ036198213,SBR040689107,SBR042358271,SBJ042986544,SBJ043363012,SBR043649829,SBJ044442934,SBR044466521,SBR050365035,SBJ052840500,SBB053347475,SBT053834758,SBJ054695332,SBJ054817009,SBR060292159,SBJ060451207,SBB060966558,SBJ060972744,SBR061598665,SBJ061822650,SBJ063150383,SBB064242512,SBB064972355,SBB065640181,SBT070125779,SBJ070125933,SBJ070127230,SBT070127390,SBT070127539,SBJ070127987,SBT070128909,SBT070131511,SBJ070132448,SBT070133022,SBT070133029,SBJ070133596,SBJ070134822,SBJ070134853,SBT070136007,SBJ070137116,SBT070144908,SBT070145074,SBJ070145110,SBJ070145899,gUNC12372829,SBJ070146013,SBT070146680,SBJ070146690,SBT070179412,SBT070180950,SBJ070181233,SBT070181237,SBT070182410,SBT070189733,SBT070189898,SBJ070190060,SBT070190289,gUNC12382380,SBT070192925,SBJ070194364,SBT070194967,SBJ070195041,SBT070195049,SBT070520070,SBT070520756,gJAX00148771,gJAX00148771b,gUNCHS019472,SBJ070522140,SBJ070523363,SBT070523467,SBJ070523772,SBJ070523993,SBT070525231,SBT070530383,SBJ070530418,SBT070530495,SBT070530685,SBT070530772,mUNC070621878,SBT070637398,SBB071094317,SBJ071824561,SBR072942061,SBB073034666,SBR073155272,SBJ073756103,SBB073932646,SBJ074372332,SBJ074558197,SBB074858469,SBR080145300,SBB080461039,SBJ080694151,SBB081423344,SBJ082066039,SBJ082115191,SBJ083139730,SBB083787445,SBR083880500,SBJ084357244,SBJ084634728,SBJ084690426,SBJ084821480,SBJ091131236,SBJ091539829,SBB091549242,SBB091584165,SBB091705845,SBJ091981684,SBJ092992728,SBT093376034,SBJ093940862,SBJ093985219,SBR100356384,SBT100670018,SBT100774147,SBR101184714,SBJ103197776,SBJ103601755,SBT103665517,SBB103807422,SBR111464647,SBJ114214093,SBB121464901,SBJ122182223,SBR122387907,SBJ122881832,SBT123149928,SBJ123283083,SBJ123360839,SBB123733881,SBJ124309136,SBB130250070,SBJ131042561,SBJ131458531,SBT132238514,SBR132392332,SBB132408413,SBB133262301,SBB133801320,SBJ133808455,SBJ141274002,SBJ141489705,SBJ142498586,SBR142791054,SBB143232863,SBJ143686906,SBJ143732293,SBB150172204,UNCrs218676023,SBB150313258,SBB150324746,SBB150693979,SBB150841520,SBB151292935,rs264203947,SBJ153255607,SBJ153377703,SBR153450431,SBB153745700,SBJ153915063,SBB160639080,SBJ160894401,SBJ163052948,SBB163575800,SBJ173421843,SBT173556233,SBJ180818887,SBB183317687,SBJ183374202,SBJ190768497,SBJ191103206,SBR191166795,SBJ191787966,SBT192021029,SBT192273213,SBB192362068,SBJ192414635,SBJ200441896,SBJ200621694,SBJ200737797,SBJ201716288,SBJ204027928,SBJ205713578,SBJ206367145,SBB206446605
3440,1,10/6/2019,12/2/2019,57,528870,9,1,0,0,72.026,1045.9,41.709,182.9,164.8,212.7,175.4,130.4,179.7,106.713,201,117.471,1269.2,223.3,82.026,153,186.3,220.3,196.5,157.4,70.8,133.8,3.4,55.5,-16.2,-18,-59.6,-45.9,15.843,18.778,15.256,10.298,4.507,6.592,,,,,,,,,18.7,24.8,21.75,-0.178083699,H,H,H,H,H,B,H,H,H,H,H,H,H,J,H,H,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,H,H,B,B,H,H,H,H,H,B,B,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,J,J,J,H,H,H,J,J,J,J,J,J,H,H,H,H,J,J,J,J,J,J,H,H,H,H,J,J,J,J,H,H,H,H,B,B,H,H,H,H,-,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,B,B,H,H,B,B,J,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,J
3441,1,10/6/2019,12/2/2019,57,528871,10,1,1,0,57.874,955.9,27.794,171.4,181.7,161.1,133.3,145.8,162.5,76.721,89,93.013,1160.9,205,53.982,106,183.8,220.6,240.4,168.1,193.7,154.3,12.4,38.9,79.3,34.8,47.9,-8.2,13.67,11.845,8.276,7.102,6.616,6.473,,,,,,,,,27.1,28.2,27.65,0.36205024,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,B,H,H,H,H,J,J,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,J,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,B,H,H,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B
3442,1,10/6/2019,12/2/2019,57,528871,11,1,1,0,46.268,753.2,20.612,126.3,135.6,113.2,103.9,167,107.4,83.588,141,120.715,667.4,-85.8,50.097,132,126.6,106.1,88.1,90.9,99.1,156.7,0.3,-29.5,-25.1,-13,-67.9,49.3,12.508,11.061,8.455,5.4,6.172,6.502,,,,,,,,,17.9,20,18.95,-0.543809693,J,H,H,H,H,H,H,H,H,H,H,H,H,B,J,J,J,J,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,J,J,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,B,B,J,J,B,B,H,H,B,H,H,H,B,B,B,B,B,B,B,J,B,B,B,B,B,B,B
3443,1,10/6/2019,12/2/2019,57,528871,12,1,1,0,32.752,878.2,16.125,153.7,162.7,165.7,86,96,214.2,102.187,151,114.258,1156.8,278.6,70.353,146,164,233.5,202.8,246.9,216.6,93,10.3,70.8,37.1,160.9,120.6,-121.2,13.337,17.869,11.401,12.739,9.675,5.333,,,,,,,,,10.5,18,14.25,-1.351053032,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,B,B,H,H,H,H,H,B,B,J,H,H,H,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,B,B,B,B,B,H,H,-,H,H,B,B,B,H,H,H,H,H,B,J,B,B,B,H,H,H,H,J,J,H,H,H,H,J,J,J,J,J,J,J,J,J,J,H,H,B,B,B,B,H,H,H,H,J,J,J,J,J,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B
3467,1,9/30/2019,12/2/2019,63,528856,13,1,0,0,86.028,995.6,46.497,157.5,174.6,182.6,164.9,150,166.1,123.029,199,98.473,1505,509.4,78.049,136,205.6,263.1,270,277.7,210.7,277.9,48.1,88.5,87.4,112.8,60.7,111.8,15.009,17.852,13.292,13.203,9.651,9.042,,,,,,,,,15.8,14.4,15.1,-1.219604497,H,H,H,J,J,J,J,J,J,J,J,J,J,H,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,B,B,B,B,J,J,J,J,H,H,H,H,H,H,H,H,H,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B,B,B,B,B,B,H,H,J,J,J,J,H,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,B,B,B,B,B,B,B,J,H,H,H,H,H,H,J,J,J,H,H,H,B,B,J,H,H,B,B,B,B,B,J,J,J,J,J,J,J,J
3468,1,9/30/2019,12/2/2019,63,528856,14,1,0,0,53.489,963,26.358,181.2,228.8,127.4,102.4,147.4,175.8,104.736,164,149.205,1234.5,271.5,94.746,176,159.5,177.4,161.6,228.2,265.5,242.3,-21.7,-51.4,34.2,125.8,118.1,66.5,16.441,18.999,17.22,18.103,13.565,10.419,,,,,,,,,14.4,15.1,14.75,-1.257754473,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,H,B,B,B,B,B,B,B,B,B,J,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,J,H,J,H,B,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
4682,1,9/26/2019,12/2/2019,67,528851,15,1,1,0,63.205,943.3,31.637,177.9,140.8,130.9,171.3,155.6,166.8,54.457,42,98.99,853.6,-89.7,47.271,134,134.8,149,181.5,125.6,136.4,126.3,-43.1,8.2,50.6,-45.7,-19.2,-40.5,7.618,10.68,10.207,7.38,6.428,4.958,,,,,,,,,19.4,22.9,21.15,-0.232365147,H,H,B,B,B,B,B,B,B,B,B,B,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,B,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,H,H,H,H,J,J,J,J,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,J,J,B,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
4683,1,9/26/2019,12/2/2019,67,528851,16,1,1,0,62.007,782.4,28.258,156.4,117,107.7,157.7,123.7,120,49.787,122,99.477,764.3,-18.1,37.085,174,41.3,7.7,18.5,99,297.8,300,-115.1,-109.3,-89.2,-58.7,174.1,180,4.14,0.877,2.361,6.797,13.148,9.763,,,,,,,,,12.3,17.8,15.05,-1.238454176,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,B,B,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,J,J,J,J,J,J,J,B,B,B,B,B,B,H,H,B,H,J,J,B,H,H,J,B,B,B,B,H,H,H,J,J,J,J,B,B,B,B
4684,1,9/26/2019,12/2/2019,67,528851,17,1,1,0,92.406,728.3,42.45,135.4,142,130.1,118.2,112,90.6,139.402,252,181.901,1080.8,352.5,110.794,141,265.3,291.5,274.6,119.1,31.3,99,129.9,149.5,144.5,0.9,-80.7,8.4,18.395,23.922,27.88,18.468,7.435,14.693,,,,,,,,,12.3,16.2,14.25,-1.351053032,B,B,B,B,H,H,H,H,H,H,H,H,H,H,B,B,B,B,J,J,J,J,J,J,J,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,B,B,B,B,B,H,H,H,H,H,B,B,B,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,B,H,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,J,J,J,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,J
4685,1,9/26/2019,12/2/2019,67,528849,18,1,0,0,72.839,813.7,31.791,79.4,192.6,152,131.8,118.1,139.7,58.339,140,98.732,815.2,1.5,40.973,193,104.6,119,152.1,164.7,131,143.9,25.2,-73.6,0.1,32.9,12.9,4.2,7.456,8.639,7.516,6.604,4.876,5.883,,,,,,,,,25,19.1,22.05,-0.124322326,H,H,H,H,H,H,H,H,H,H,H,H,J,J,B,B,B,B,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,B,B,B,B,B,B,H,H,H,H,H,H,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,B,B,J,J,J,J,J,J,H,H,H,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,H,H,H,B,B,H,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B
4686,1,9/26/2019,12/2/2019,67,528849,19,1,0,0,71.519,805.4,32.546,131.3,139,126.6,126.8,133.7,148,91.675,100,147.188,842.3,36.9,82.693,172,166.3,238.5,209.5,135.5,52.2,40.2,35,99.5,82.9,8.7,-81.5,-107.8,18.343,26.667,19.899,10.101,4.285,3.397,,,,,,,,,19,23,21,-0.287340533,H,H,J,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,B,B,H,J,J,J,H,H,H,H,H,H,H,H,H,H,B,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,J,H,H,B,B,H,H,H,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H
4687,1,9/26/2019,12/2/2019,67,528849,20,1,0,0,51.366,838.7,22.778,144.6,140.7,155.3,149.6,107.2,141.3,36.527,69,64.108,596.2,-242.5,26.05,98,115.6,115.5,91.1,92.5,83.8,97.7,-29,-25.2,-64.2,-57.1,-23.4,-43.6,5.806,4.071,4.334,3.799,4.038,4.003,,,,,,,,,15.2,10.7,12.95,-1.600261265,J,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B
4688,1,9/26/2019,12/2/2019,67,528850,21,1,0,0,52.573,982,28.156,171.4,239.2,186.5,161.8,145.6,77.5,81.967,145,96.349,602.2,-379.8,33.701,126,86.2,55.2,70.1,101,202.2,87.5,-85.2,-184,-116.4,-60.8,56.6,10,7.51,5.391,5.386,5.303,6.911,3.2,,,,,,,,,11.8,11.3,11.55,-1.995977281,B,B,B,B,B,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,B,H,H,B,B,B,H,H,H,H,H,H,H,H,H,B,H,H,H,H,J,J,J,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,B,B,H,H,H,H,H,H,H,J,B,B,B,B,B,B,B,B
4689,1,9/26/2019,12/2/2019,67,528850,22,1,0,0,68.226,776.9,29.479,135,160.6,136.6,118.2,96.5,130.1,90.104,171,90.844,1168.7,391.8,51.907,123,173.1,193.6,145,127.6,286.9,242.5,38.1,33,8.4,9.4,190.4,112.4,12.568,10.921,7.423,6.817,7.58,6.598,,,,,,,,,19.4,22.6,21,-0.287340533,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,J,H,H,H,J,J,J,J,J,J,J,J,J,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,-,H,J,J,J,J,J,J,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,J,J,H,H,H,H,H,H,H,H,H,J,J,J,H,B,B,B,B,H,H,H,H
4690,1,9/26/2019,12/2/2019,67,528850,23,1,0,0,84.188,973.4,41.515,155.6,165.9,156.5,152.2,140.7,202.5,66.819,193,118.689,1614.7,641.3,106.845,152,250,296.8,300,249.2,249.2,269.6,94.4,130.9,143.5,97,108.5,67.1,16.348,22.279,18.047,17.089,18.504,14.579,,,,,,,,,26,24.5,25.25,0.11094397,H,H,H,H,H,H,B,B,B,B,B,B,B,H,J,J,B,B,B,B,B,B,B,H,H,B,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,H,H,H,H,B,B,B,B,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,J,H,H,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B
4691,1,9/28/2019,12/2/2019,65,528878,24,1,0,0,43.351,1082.4,23.2,185.6,197.5,177.9,221.6,115.7,184.1,74.404,120,87.173,342.8,-739.6,15.35,103,257.6,85.2,0,0,0,0,72,-112.3,-177.9,-221.6,-115.7,-184.1,10.423,4.927,0,0,0,0,,,,,,,,,22.6,21,21.8,-0.155629478,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,B,B,B,B,B,B,B,J,J,B,H,H,H,H,H,J,J,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,J,J,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,B,B,H,H,B,B,B,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H
4692,1,9/28/2019,12/2/2019,65,528878,25,1,0,0,48.752,590.8,18.749,115.3,106,99.2,108.2,110,52.2,80.593,201,117.022,553.2,-37.6,37.902,192,71.6,29.3,50.3,103.6,140.9,157.4,-43.7,-76.7,-48.9,-4.6,30.9,105.2,6.903,3.609,5.424,7.533,7.99,6.443,,,,,,,,,25.8,28.3,27.05,0.305852026,J,J,J,J,J,J,J,J,J,J,J,J,J,B,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,H,H,H,B,B,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,-,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,H,H,H,H,J,J,J,J,H,B,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,J,J,J,H,H,B,J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
4693,1,9/28/2019,12/2/2019,65,528878,26,1,0,0,56.797,1041,30.559,163.4,184.1,148.1,204.6,179.5,161.4,64.967,120,77.163,1709.4,668.4,68.942,125,245.3,267.5,300,299.4,297.2,300,81.9,83.4,151.9,94.8,117.7,138.6,14.131,12.889,10.968,10.106,10.638,10.21,,,,,,,,,44.5,37.3,40.9,1.050939844,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,J,H,H,H,H,H,H,H,H,H,J,J,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,J,J,J,J,H,B,B,B,H,J,J,J,J,J,J,H,H,-,J,J,J,J,J,J,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,B,B,H,H,H,H,H,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H
